audio,id,labels,intent,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/3/a4541dfd-captcha_c17209c261cd447896bc3223f01ff743.wav,47,"[{""start"": 0.0061053315994798445, ""end"": 0.5433745123537062, ""labels"": [""label""]}, {""start"": 1.17222366710013, ""end"": 1.5141222366710014, ""labels"": [""label""]}, {""start"": 2.240656697009103, ""end"": 2.613081924577373, ""labels"": [""label""]}, {""start"": 3.0465604681404423, ""end"": 3.5349869960988296, ""labels"": [""label""]}, {""start"": 3.852464239271782, ""end"": 4.377522756827048, ""labels"": [""label""]}]","[""a"", ""d"", ""p"", ""e"", ""x""]",1,20,2022-06-22T05:38:56.192768Z,2022-06-22T05:38:56.192819Z,47.862
/data/upload/3/2c07c6f6-captcha_b023280f3d5743eba35d95f443f2faf3.wav,46,"[{""start"": 0.0670013003901171, ""end"": 0.5421014304291288, ""labels"": [""label""]}, {""start"": 0.9502002600780235, ""end"": 1.3887542262678805, ""labels"": [""label""]}, {""start"": 1.5227568270481144, ""end"": 1.9004005201560468, ""labels"": [""label""]}, {""start"": 2.533867360208063, ""end"": 2.941966189856957, ""labels"": [""label""]}, {""start"": 3.3744291287386217, ""end"": 3.764254876462939, ""labels"": [""label""]}]","[""x"", ""j"", ""v"", ""9"", ""v""]",1,19,2022-06-22T05:38:06.808216Z,2022-06-22T05:38:06.808284Z,73.999
/data/upload/3/7d54d308-9.wav,45,"[{""start"": 0.007665799739921976, ""end"": 0.5442717815344603, ""labels"": [""label""]}, {""start"": 1.4258387516254876, ""end"": 1.7631339401820547, ""labels"": [""label""]}, {""start"": 2.261410923276983, ""end"": 2.537379713914174, ""labels"": [""label""]}, {""start"": 2.9973276983094927, ""end"": 3.4572756827048114, ""labels"": [""label""]}, {""start"": 3.6949154746423925, ""end"": 4.1395318595578665, ""labels"": [""label""]}]","[""p"", ""c"", ""d"", ""e"", ""n""]",1,18,2022-06-22T05:20:50.282162Z,2022-06-22T05:20:50.282212Z,47.592
/data/upload/3/d70947e8-8.wav,44,"[{""start"": 0, ""end"": 0.5289011703511053, ""labels"": [""label""]}, {""start"": 0.6558374512353707, ""end"": 1.0436983094928483, ""labels"": [""label""]}, {""start"": 1.396299089726918, ""end"": 1.9675123537061128, ""labels"": [""label""]}, {""start"": 2.6233498049414825, ""end"": 3.0958348504551365, ""labels"": [""label""]}, {""start"": 3.6529440832249676, ""end"": 4.181845253576073, ""labels"": [""label""]}]","[""r"", ""5"", ""v"", ""m"", ""b""]",1,17,2022-06-22T05:20:01.333150Z,2022-06-22T05:20:01.333194Z,70.285
/data/upload/3/0101081f-7.wav,43,"[{""start"": 0.24074122236671003, ""end"": 0.7149284785435631, ""labels"": [""label""]}, {""start"": 1.4079713914174254, ""end"": 1.9186345903771134, ""labels"": [""label""]}, {""start"": 2.487659297789337, ""end"": 2.8597139141742525, ""labels"": [""label""]}, {""start"": 3.3339011703511057, ""end"": 3.6913654096228874, ""labels"": [""label""]}, {""start"": 4.33334200260078, ""end"": 5.0044993498049415, ""labels"": [""label""]}]","[""v"", ""a"", ""p"", ""d"", ""x""]",1,16,2022-06-22T05:18:49.759932Z,2022-06-22T05:18:49.759980Z,57.03
/data/upload/3/80e9368f-6.wav,42,"[{""start"": 0.03504551365409623, ""end"": 0.4505851755526658, ""labels"": [""label""]}, {""start"": 0.971261378413524, ""end"": 1.4669050715214567, ""labels"": [""label""]}, {""start"": 1.7572821846553965, ""end"": 2.257932379713914, ""labels"": [""label""]}, {""start"": 2.3430429128738623, ""end"": 2.7535760728218466, ""labels"": [""label""]}, {""start"": 3.2942782834850455, ""end"": 3.7148244473342005, ""labels"": [""label""]}]","[""s"", ""u"", ""5"", ""p"", ""p""]",1,15,2022-06-22T05:17:51.211807Z,2022-06-22T05:17:51.211868Z,35.815
/data/upload/3/a7d1be90-5.wav,41,"[{""start"": 0.39156306892067616, ""end"": 0.9159778933680103, ""labels"": [""label""]}, {""start"": 1.356486345903771, ""end"": 2.0277373211963585, ""labels"": [""label""]}, {""start"": 2.1396124837451236, ""end"": 2.7759024707412223, ""labels"": [""label""]}, {""start"": 3.272348504551365, ""end"": 3.7618023407022103, ""labels"": [""label""]}, {""start"": 4.160357607282184, ""end"": 4.733717815344604, ""labels"": [""label""]}]","[""c"", ""u"", ""a"", ""8"", ""5""]",1,14,2022-06-22T05:17:14.306046Z,2022-06-22T05:17:14.306098Z,32.31
/data/upload/3/a0e58b92-4.wav,40,"[{""start"": 0.05753446033810143, ""end"": 0.5178101430429128, ""labels"": [""label""]}, {""start"": 0.7383589076723017, ""end"": 1.1890455136540963, ""labels"": [""label""]}, {""start"": 1.217812743823147, ""end"": 1.6589102730819254, ""labels"": [""label""]}, {""start"": 2.1767204161248372, ""end"": 2.6465851755526657, ""labels"": [""label""]}, {""start"": 2.81918855656697, ""end"": 3.164395318595578, ""labels"": [""label""]}]","[""u"", ""9"", ""a"", ""e"", ""d""]",1,13,2022-06-22T05:16:40.661840Z,2022-06-22T05:16:40.661895Z,54.062
/data/upload/3/af81ba73-3.wav,39,"[{""start"": 0, ""end"": 0.460039011703511, ""labels"": [""label""]}, {""start"": 0.7035890767230168, ""end"": 1.0770325097529259, ""labels"": [""label""]}, {""start"": 2.002522756827048, ""end"": 2.3867906371911576, ""labels"": [""label""]}, {""start"": 2.6844629388816648, ""end"": 3.084967490247074, ""labels"": [""label""]}, {""start"": 3.4800598179453837, ""end"": 3.913037711313394, ""labels"": [""label""]}]","[""p"", ""b"", ""4"", ""p"", ""e""]",1,12,2022-06-22T05:15:30.747970Z,2022-06-22T05:15:30.748024Z,37.099
/data/upload/3/776a1161-2.wav,38,"[{""start"": 0.11270091027308192, ""end"": 0.5849713914174253, ""labels"": [""label""]}, {""start"": 0.8318400520156048, ""end"": 1.2826436931079326, ""labels"": [""label""]}, {""start"": 1.4275448634590377, ""end"": 1.7388140442132638, ""labels"": [""label""]}, {""start"": 2.8497230169050716, ""end"": 3.1878257477243173, ""labels"": [""label""]}, {""start"": 3.49372821846554, ""end"": 3.7727971391417423, ""labels"": [""label""]}]","[""9"", ""e"", ""p"", ""c"", ""d""]",1,11,2022-06-22T05:14:51.772536Z,2022-06-22T05:14:51.772584Z,44.388
/data/upload/3/fc4ae990-1.wav,37,"[{""start"": 0.12273081924577373, ""end"": 0.608075422626788, ""labels"": [""label""]}, {""start"": 1.0487906371911575, ""end"": 1.232886866059818, ""labels"": [""label""]}, {""start"": 1.8967490247074121, ""end"": 2.432301690507152, ""labels"": [""label""]}, {""start"": 2.8451235370611183, ""end"": 3.3416254876462936, ""labels"": [""label""]}, {""start"": 3.4029908972691807, ""end"": 3.815812743823147, ""labels"": [""label""]}]","[""s"", ""6"", ""k"", ""e"", ""3""]",1,10,2022-06-22T05:14:06.208273Z,2022-06-22T05:14:06.208317Z,45.13
/data/upload/3/fdb11473-14.wav,36,"[{""start"": 0.24370936280884267, ""end"": 0.9360655071521456, ""labels"": [""label""]}, {""start"": 1.462256176853056, ""end"": 1.9829079973992199, ""labels"": [""label""]}, {""start"": 2.110301527958388, ""end"": 2.5257152145643698, ""labels"": [""label""]}, {""start"": 2.9909785435630694, ""end"": 3.4839361183355013, ""labels"": [""label""]}, {""start"": 3.6999512353706114, ""end"": 4.248297301690508, ""labels"": [""label""]}]","[""h"", ""y"", ""c"", ""e"", ""y""]",1,9,2022-06-22T05:13:17.925896Z,2022-06-22T05:13:17.925940Z,47.875
/data/upload/3/766bb823-13.wav,35,"[{""start"": 0, ""end"": 0.35361638491547465, ""labels"": [""label""]}, {""start"": 1.2046931079323797, ""end"": 1.7501014304291287, ""labels"": [""label""]}, {""start"": 2.349451235370611, ""end"": 2.8169440832249677, ""labels"": [""label""]}, {""start"": 3.314404421326398, ""end"": 3.7759037711313392, ""labels"": [""label""]}, {""start"": 4.021637191157348, ""end"": 4.603006501950586, ""labels"": [""label""]}]","[""9"", ""k"", ""v"", ""j"", ""r""]",1,8,2022-06-22T05:12:28.732783Z,2022-06-22T05:12:28.732840Z,48.905
/data/upload/3/c1a6c68a-12.wav,34,"[{""start"": 0.1081404421326398, ""end"": 0.7149284785435631, ""labels"": [""label""]}, {""start"": 1.1354746423927178, ""end"": 1.7362548764629389, ""labels"": [""label""]}, {""start"": 1.7602860858257479, ""end"": 2.3850975292587777, ""labels"": [""label""]}, {""start"": 3.0940182054616385, ""end"": 3.688790637191157, ""labels"": [""label""]}, {""start"": 3.790923276983095, ""end"": 4.331625487646294, ""labels"": [""label""]}]","[""e"", ""3"", ""j"", ""w"", ""e""]",1,7,2022-06-22T05:11:36.108893Z,2022-06-22T05:11:36.108937Z,37.862
/data/upload/3/45edc4cd-10.wav,32,"[{""start"": 0.027353706111833548, ""end"": 0.4540715214564369, ""labels"": [""label""]}, {""start"": 1.0886775032509752, ""end"": 1.504453836150845, ""labels"": [""label""]}, {""start"": 1.6849882964889467, ""end"": 2.0405864759427828, ""labels"": [""label""]}, {""start"": 2.625955786736021, ""end"": 3.0198491547464243, ""labels"": [""label""]}, {""start"": 3.468449934980494, ""end"": 3.736516254876463, ""labels"": [""label""]}]","[""d"", ""5"", ""s"", ""w"", ""v""]",1,6,2022-06-22T05:10:56.618416Z,2022-06-22T05:10:56.618468Z,61.213
/data/upload/3/5818c9f6-11.wav,33,"[{""start"": 0.019548764629388836, ""end"": 0.5603979193758128, ""labels"": [""label""]}, {""start"": 1.2511209362808844, ""end"": 1.8831976592977897, ""labels"": [""label""]}, {""start"": 2.515274382314695, ""end"": 2.906249674902471, ""labels"": [""label""]}, {""start"": 3.440582574772432, ""end"": 3.948850455136541, ""labels"": [""label""]}, {""start"": 4.3789232769830955, ""end"": 4.737317295188557, ""labels"": [""label""]}]","[""r"", ""h"", ""4"", ""9"", ""v""]",1,5,2022-06-22T05:09:37.258294Z,2022-06-22T05:09:37.258334Z,93.83
